name,author,narrator,time,releasedate,language,stars,price,ratings
Die schönsten Märchen aus 1001 Nacht,Dr.GustavWeil,"MiroslavNemec,MatthiasHabich,StefanMerki",272,2021-06-21,german,0,300,0
La famosa invasione degli orsi in Sicilia,DinoBuzzati,JesusEmilianoColtorti,80,2021-06-29,italian,0,113,0
"De Meischter Eder und sin Pumuckl Nr. 6 [Master Eder and His Pumuckl, Book 6]","EllisKaut,JörgSchneider","JörgSchneider,PaulBühlmann,HeinzHitz,",44,2021-06-22,german,0,328,0
"De Meischter Eder und sin Pumuckl Nr. 5 (Master Eder and his Pumuckl, Book 5]","EllisKaut,JörgSchneider","JörgSchneider,PaulBühlmann,HeinzHitz,",46,2021-06-21,german,0,328,0
"De Meischter Eder und sin Pumuckl Nr. 4 [Master Eder and His Pumuckl, Book 4]","EllisKaut,JörgSchneider","JörgSchneider,PaulBühlmann,HeinzHitz,",49,2021-06-22,german,0,328,0
"De Meischter Eder und sin Pumuckl Nr. 1 [Master Eder and His Pumuckl, Book 1]","EllisKaut,JörgSchneider","JörgSchneider,PaulBühlmann,HeinzHitz,",48,2021-06-21,german,0,328,0
The Queen of Paradise’s Garden,"AndyJones,CharlieTomlinson,ChrisBrookes","AndyJones,ChristinaSmith",24,2021-06-15,English,0,117,0
Jack and the Green Man,AndyJones,"AndyJones,Mary-LynnBernard",76,2021-06-15,English,0,187,0
Chilling Cemeteries,JoyceMarkovics,MichaelGillick,4,2020-01-28,English,0,234,0
童年 - 童年 [My Childhood],MaximGorky,新课标合集-新課標合集-Xinkebiaoheji,239,2019-07-15,mandarin_chinese,0,234,0
ナルニア国物語4 カスピアン王子,"C・S・ルイス,土屋京子",合田友,453,2018-01-24,japanese,0,837,0
The Girl Who Lived with Robots,JoannaSisk-Purvis,KristenScribner,29,2019-11-04,English,0,93,0
My Name's Not Chuck and Other Stories About Fitting In at School,"NancyTague,KellAndrews,MicheleL.Rich,","KristenScribner,DanSchoeneberg,MariaPendolino,",35,2019-04-15,English,0,93,0
Mr Bambuckle's Remarkables Go Wild,TimHarris,KrisDyer,204,2019-01-03,English,0,797,0
The Magic Pot,PleasantDeSpain,BethanyEyrich,4,2008-04-29,English,0,93,0
How I Learned to Love Liver,K.R.Meera,JoelbenIzzy,55,2009-08-10,English,0,352,0
Baby Hawk Learns to Fly,BobbyNorfolk,BobbyNorfolk,61,2006-05-10,English,0,266,0
"Struwwelpeter, Suppenkaspar & Co.",HeinrichHoffmann,ChristianUlmen,28,2017-10-16,german,0,233,0
A Whale of a Baby and Other Real Whale Stories,"HeidiPoelman,KimValice,CarolynShort,",HighlightsforChildren,24,2018-07-18,English,0,93,0
Wald der tausend Augen,LindaChapmann,MariusClarén,80,2012-02-27,german,0,200,0
Fairy Secrets,GwynethRees,SophieWard,164,2009-12-02,English,0,349,0
Best Love Stories: Fairy Tales for Kids,"HansChristianAndersen,BrothersGrimm,CharlesPerrault",KatieHaigh,120,2016-06-15,English,0,376,0
The Arabian Nights,AlphaDVD,GaleVanCott,695,2011-04-02,English,0,501,0
A Wolf at the Door,"EllenDatlow-editor,TerriWindling-editor",StephanieWillis,235,2015-02-13,English,0,501,0
The Wild Swans,HansChristianAndersen,EmmaFenney,39,2018-04-25,English,0,93,0
Fiabe dei fratelli Grimm,AntonioGramsci,NicolaStravalaci,56,2014-06-01,italian,0,344,0
Masha and the Three Bears (Masha i tri medvedja) [Russian Edition],Folktale,AlexandraStadnikova,5,2015-04-21,russian,0,47,0
The Old Country,MordicaiGerstein,TovahFeldshuh,189,2004-12-26,English,0,628,0
The Emperor's New Clothes and Other Fairy Tales,"HansChristianAndersen,DavidTennant","Anne-MarieDuff,PenelopeWilton,SirDerekJacobi",59,2011-05-10,English,5,227,1
Classic Fairy Stories,NaxosAudioBooks,BernardCribbins,156,2004-12-26,English,0,434,0
The Fabrics of Fairy Tale,TanyaRobynBatt,TanyaRobynBatt,98,2007-10-05,English,0,467,0
Aesop's Fables,Aesop,WandaMcCaddon,140,2003-05-30,English,0,333,0
格林童话 - 格林童話 [The Complete Fairy Tales of the Brothers Grimm],"WilhelmGrimm,刘艳丽-劉豔麗-LiuYanli",董浩-董浩-DongHao,339,2017-07-11,mandarin_chinese,0,369,0
The Happy Prince and The Steadfast Tin Soldier,"OscarWilde,HansChristianAndersen","DudleyMoore,DavidDukes",36,2017-12-09,English,0,93,0
The Frog Prince,BrothersGrimm,TamsinGreig,14,2012-04-10,English,0,83,0
Ozma of Oz,L.FrankBaum,JohnMcDonough,269,2013-08-02,English,0,586,0
Hans Christian Andersen. The 50 greatest fairy tales,HansChristianAndersen,JürgenFritsche,672,2019-06-28,English,0,804,0
Mahabharata: The Final Battle,"VedaVyasa,PremaJayakumar",unknown,31,2020-07-28,English,0,190,0
Nursery Rhymes,MarkMacleod,"AndreaLees,LouieLeeFeltrin",30,2010-02-09,English,0,702,0
"Robin Hood: Hacking, Heists & Flaming Arrows",RobertMuchamore,JoeJameson,333,2020-02-04,English,0,1138,0
"The Cock, the Mouse and the Little Red Hen",ImperialPlayers,ImperialPlayers,8,2016-10-19,English,0,164,0
Snow White and the Seven Dwarfs,ImperialPlayers,ImperialPlayers,9,2016-10-18,English,0,164,0
Oracles of Delphi Keep,VictoriaLaurie,SusanDuerden,1005,2009-05-26,English,0,1507,0
Best short stories with morals for kids in Chinese Mandarin,"HansChristianAndersen,CharlesPerrault,FrèresGrimm",LucieTengDuvert,96,2018-11-28,mandarin_chinese,0,263,0
Robin Hood,LouisRhead,FloGibson,364,2013-01-14,English,0,585,0
Julius Zebra: Rumble with the Romans!,GaryNorthfield,NickPodehl,155,2016-12-04,English,0,469,0
Favorite Poems for Children,"LewisCarroll,JamesReeves,OliverHerford,",KatinkaWolf,73,2010-10-28,English,5,351,1
The Little Mermaid,LarryCarney,KaraKimmer,24,2008-11-08,English,0,116,0
The Arabian Nights - Codadad and His Brothers,AlphaDVD,GaleVanCott,51,2011-04-02,English,0,32,0
The Tale of Tom Kitten,BeatrixPotter,JoshVerbae,5,2015-02-26,English,0,190,0
イッカボッグ [The Ickabog],"J.K.ローリング,松岡佑子-翻訳",松嶋菜々子,582,2020-11-24,japanese,0,799,0
Native American Indian Stories,uncredited,KatieHaigh,28,2016-02-25,English,0,263,0
The Beggar King,K.R.Meera,JoelbenIzzy,59,2009-08-10,English,0,352,0
Magisterium: The Bronze Key,"HollyBlack,CassandraClare",PaulBoehmer,510,2017-12-10,English,5,820,3
Red Riding Hood,BeatrixPotter,EmiliaFox,9,2019-09-19,English,0,410,0
The Ant and the Grasshopper,ImperialPlayers,ImperialPlayers,2,2016-10-18,English,0,164,0
Baby Bear's Bed and Other Forest Stories,HighlightsforChildren,HighlightsforChildren,8,2018-07-18,English,0,93,0
Cinderella,"JacobGrimm,WilhelmGrimm",JennyDay,17,2007-12-30,English,4,65,5
"""Melisande"", ""Goops and How to Be Them"" and ""Prince Prigiio""","E.Nesbit,GelettBurgess,AndrewLang",FloGibson,147,2017-08-15,English,0,469,0
Wonder Woman: Warbringer,LeighBardugo,MozhanMarno,715,2017-08-31,English,4.5,752,16
The Ugly Duckling,HansChristianAndersen,StephenFry,7,2021-02-18,English,0,65,0
Thumbelina,HansChristianAndersen,KatieHaigh,25,2016-08-04,English,0,112,0
A Crystal of Time,SomanChainani,PollyLee,1177,2019-07-03,English,0,645,0
Moon Spell,SamanthaYoung,LucindaGainey,682,2013-12-03,English,3,836,1
Monkeys on a Fast,KaushikViswanath,SanjayDutt,14,2020-03-31,English,0,75,0
La Extraña Princesa Y Otros Cuentos [The Strange Princess and Other Stories],JoaquinPerezBlanes,MarinaClyo,28,2020-04-03,spanish,0,115,0
最经典的公主故事 - 最經典的公主故事 [Classic Princess Stories],小酷3号-小酷3號-XiaokuNo.3,石晓寒-石曉寒-ShiXiaohan,104,2019-07-15,mandarin_chinese,0,173,0
Legends: Beasts and Monsters,AnthonyHorowitz,JohnSessions,79,2010-07-05,English,5,323,1
Mahabharata: Rolling the Dice,"VedaVyasa,PremaJayakumar",unknown,30,2020-07-28,English,0,190,0
Goldilocks and the Three Bears,"JosephJacobs,L.FrankBaum,WilhelmGrimm,","JennyDay,BlairMellow,ShawnRyskamp",42,2008-01-14,English,0,166,0
Greek Myths,DK,RajGhatak,166,2020-06-08,English,0,410,0
A Wish in the Dark,ChristinaSoontornvat,GretaJung,604,2020-03-24,English,4,1008,1
[60巻] Mr. Crab and Mr. Monkey（さるかに合戦・英語版）: きいろいとり文庫　その60,YellowBirdProject,Mercedes,12,2019-10-17,English,0,139,0
Dragonfly Song,WendyOrr,RoslynOades,466,2019-01-11,English,0,797,0
A Willingness to Act and Other Heroic Adventure Stories,"PaulMiller,MaggieMurphy","KristenScribner,TylerThompson,DanSchoeneberg",33,2019-12-08,English,0,93,0
[14巻] The Hare and The Tortoise（うさぎとかめ・英語版）: きいろいとり文庫　その14,YellowBirdProject,TowlesEnterPrises,6,2018-06-27,English,0,139,0
The Little Match Girl - 卖火柴的小女孩,HansChristianAndersen,LucieTengDuvert,10,2018-11-16,mandarin_chinese,0,74,0
Hänsel and Gretel - 糖果屋,BrothersGrimm,LucieTengDuvert,10,2018-11-16,mandarin_chinese,0,74,0
The Fisherman and His Wife,TheBrothersGrimm,GlennHascall,17,2013-12-29,English,0,239,0
The Wooden Prince,JohnClaudeBemis,RalphLister,579,2016-03-15,English,0,844,0
Dragon Knight,DanWillis,ElizaFoss,472,2013-03-02,English,0,668,0
25 Original Fairy Tales,BrothersGrimm,JürgenFritsche,187,2018-09-02,English,0,401,0
The Jack and the Beanstalk Collection,AudioHoldings,TomBosley,80,2009-03-09,English,0,234,0
East of the Sun and West of the Moon,AndrewLang,CathyDobson,23,2018-10-09,English,0,152,0
Kids Favorite Stories: Christmas Collection,"KimMitzoThompson,KarenMitzoHilderbrand,TwinSisters",TwinSisters,30,2012-08-20,English,0,117,0
Les habits neufs de l'empereur,HansChristianAndersen,FabienneProst,11,2017-12-13,french,0,74,0
Best French Tales and Stories for Kids,div.,KatieHaigh,134,2016-08-04,English,0,414,0
Jack & the Beanstalk and Other Stories,"JoannaPinnock,AlanSmith,MoyMcGowan,","JoannaPinnock,AlanSmith,KathyClugston",60,2010-03-17,English,0,190,0
Princess Stories,VickyParsons,VickyParsons,38,2011-04-26,English,0,152,0
Tortoise and Hare's Amazing Race,MarianneBerkes,TylerStoe,4,2015-10-11,English,0,23,0
The Spy Who Came in from the Cold (Abridged),JohnleCarré,JohnleCarré,172,2015-01-10,English,5,930,1
Die Eiskönigin: Olaf taut auf und weitere Geschichten,N.N.,YvonneGreitzke,65,2017-11-13,german,0,132,0
Canterbury Tales,GeoffreyChaucer,KatieHaigh,44,2018-02-21,English,0,187,0
The Swiss Family Robinson,JohannDavidWyss,FrederickDavidson,615,2004-01-12,English,0,836,0
Alice in Wonderland,"EmmaChichesterClark,LewisCarroll","CassandraHarwood,HarryMan",37,2010-09-30,English,0,76,0
Grandma's Lap Stories,DonaldDavis,DonaldDavis,57,2000-10-20,English,0,166,0
A Murder of Quality (Abridged),JohnleCarré,JohnleCarré,128,2015-12-10,English,0,930,0
Treasury of Classic Children's Stories,"OscarWilde,BrothersGrimm","AudreyHepburn,JohnRitter,SharonStone,",154,2017-12-09,English,0,233,0
Jack and the Beanstalk,CliveJohnson,CliveJohnson,28,2017-07-17,English,5,132,1
The Wild Swans,HansChristianAndersen,SigourneyWeaver,28,1999-12-16,English,0,166,0
Jack and the Beanstalk. An English Fairy Tale,CharlesPerrault,KatieHaigh,26,2018-02-21,English,0,149,0
Soap! Soap! Don't Forget the Soap!,TomBirdseye,TomStechschulte,13,2008-10-27,English,0,369,0
Om Nom Stories - Super Noms,CarlosBleycher,EkaterinaGerasimets,5,2021-01-03,English,0,23,0
Mystery of the Hidden Elves,GertrudeChandlerWarner,AimeeLilly,100,2021-01-03,English,0,234,0
The One and Only SHREK! Plus 5 Other Stories,WilliamSteig,"MerylStreep,StanleyTucci",63,2007-03-21,English,0,74,0
The Royal Ranger: A New Beginning,JohnFlanagan,JohnKeating,835,2013-05-11,English,0,1382,0
The Gray Wolf and Other Fantasy Stories,GeorgeMacDonald,ThomasWhitworth,360,2017-03-14,English,0,702,0
The Restless Girls,JessieBurton,ThandiweNewton,153,2018-09-27,English,5,227,1
The Emperor's Ostrich,JulieBerry,JayneEntwistle,435,2017-06-13,English,0,1005,0
How the Onion Got Its Layers,SudhaMurty,"NehaKaren,SagarikaShazneen,ShaliniVikrant",11,2020-04-23,English,4.5,200,79
Deity,JenniferL.Armentrout,JustineEyre,667,2014-04-22,English,5,1007.95,1
The First Collier,KathrynLasky,PamelaGarelick,273,2011-02-15,English,4,421,1
The Vampire Book,DK,BethEyre,103,2020-10-29,English,0,410,0
Жадная собака [Greedy Dog],UzbekFolkTales,ЕленаБурова,2,2018-12-10,russian,0,47,0
Snow White,DonaldKasen,PeterPanEnsemble,6,2020-04-17,English,0,211,0
Les plus belles histoires pour enfants,"HansChristianAndersen,FrèresGrimm,CharlesPerrault",FabienneProst,103,2018-02-14,french,0,263,0
The Sorceress,MichaelScott,PaulBoehmer,843,2009-05-26,English,5,1256,6
Superman: Dawnbreaker,MattdelaPeña,AndrewEiden,448,2019-05-03,English,4.5,683,8
Vox,"PaulStewart,ChrisRiddell",AlexJennings,194,2009-09-24,English,0,615,0
Jack's First Job,DonaldDavis,DonaldDavis,56,2000-10-20,English,0,166,0
Anansi Time,BobbyNorfolk,BobbyNorfolk,48,2000-10-20,English,0,166,0
Beauty and the Beast,AudibleStudios,TamsinGreig,16,2012-04-10,English,0,95,0
Gebrüder Grimm: Dornröschen (aus: "Kinder- und Hausmärchen"),BrüderGrimm,Ernst-AugustSchepmann,47,2013-01-25,german,0,0,0
Little Red Riding Hood,CharlesPerrault,KatieHaigh,13,2016-10-03,English,0,74,0
The Necromancer,MichaelScott,PaulBoehmer,673,2010-05-25,English,5,1105,3
The Icebound Land,JohnFlanagan,WilliamZappa,462,2010-10-22,English,5,702,1
Fairest: Levana's Story,MarissaMeyer,RebeccaSoler,333,2017-08-05,English,4,1063,4
The Burning Bridge,JohnFlanagan,WilliamZappa,454,2010-10-22,English,5,702,1
Peter Pan,JamesM.Barrie,DavidSkulski,290,2010-04-27,English,0,501,0
El Viento de Bansuri,AlexandraCamposHanon,SoniaCasillas,45,2021-07-06,spanish,0,166,0
Ricky,"AudreySiourd,ChristopheGuignement","Féfé,MélodieOrru",11,2021-10-06,french,0,189,0
La Belle du bois d'Awa,"AudreySiourd,ChristopheGuignement","Féfé,MélodieOrru",13,2021-10-06,french,0,189,0
Le Chat Bottine,"AudreySiourd,ChristopheGuignement","Féfé,MélodieOrru",12,2021-10-06,french,0,189,0
Moje pravljice 4,MihailoŠarac,div.,62,2021-05-26,czech,0,200,0
お話、きかせて！聴く絵本 おうたとおはなし ベスト100,でじじ,でじじ,616,2021-05-31,japanese,0,976,0
Die schönsten Winter-Märchen 1,"HansChristianAndersen,BrüderGrimm,PaulaDehmel,","JürgenThormann,JannikEndemann,AngelaQuast,",79,2021-05-20,german,0,166,0
Paddy Joe et le monstre marin,MarlèneJobert,MarlèneJobert,26,2021-05-17,french,0,263,0
Le Vieil homme qui faisait danser les saisons,MarlèneJobert,MarlèneJobert,20,2021-03-06,french,0,263,0
Le génie de la bouteille,"MarlèneJobert,D'aprèsGrimm",MarlèneJobert,16,2021-05-21,french,0,149,0
Tom Pouce,MarlèneJobert,MarlèneJobert,14,2021-03-06,french,0,149,0
Pierre et la pluie magique,MarlèneJobert,MarlèneJobert,23,2021-05-17,french,0,263,0
"Une nuit bizarre, bizarre",MarlèneJobert,MarlèneJobert,17,2021-05-17,french,0,263,0
Le jouet magique de Saint-Petersbourg,MarlèneJobert,MarlèneJobert,16,2021-05-21,french,0,263,0
Le Pauvre et le Riche,"MarlèneJobert,D'aprèsGrimm",MarlèneJobert,15,2021-05-21,french,0,149,0
En route pour les étoiles,MarlèneJobert,MarlèneJobert,15,2021-05-17,french,0,263,0
L'arbre qui pleure,MarlèneJobert,MarlèneJobert,17,2021-05-17,french,0,263,0
Kasperlitheater Nr. 15 [Punch and Judy Theater 15],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",53,2021-10-06,german,0,328,0
Kasperlitheater Nr. 4 [Punch and Judy Theater 4],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",52,2021-10-06,german,0,328,0
Kasperlitheater Nr. 3 [Punch and Judy Theater 3],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",51,2021-10-06,german,0,328,0
Kasperlitheater Nr. 18 [Punch and Judy Theater 18],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",56,2021-10-06,german,0,328,0
Kasperlitheater Nr. 19 [Punch and Judy Theater 19],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",54,2021-09-06,german,0,328,0
Kasperlitheater Nr. 17 [Punch and Judy Theater 17],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",51,2021-09-06,german,0,328,0
Kasperlitheater Nr. 7 [Punch and Judy Theater 7],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",54,2021-10-06,german,0,328,0
Fug und Janina erzählen Grimms Märchen 2,BrüderGrimm,"JaninaBurgmer,FulgencioMorenteGómez",43,2021-05-14,german,0,166,0
The Velveteen Rabbit,MargeryWilliams,AprilDoty,26,2021-06-15,English,0,60,0
The Tinderbox,HansChristianAndersen,EmmaSamms,8,2021-05-31,English,0,65,0
E fonderai la più grande città del mondo,GiovanniNucci,CarlottaNatoli,178,2021-05-28,italian,0,420,0
Cipì,MarioLodi,StefanoAccorsi,113,2021-05-20,italian,0,305,0
Le fantafiabe di Luì e Sofì,MecontroTe,MecontroTe,35,2021-05-19,italian,0,190,0
El Pozo de Leteo,AlexandraCamposHanon,SoniaCasillas,36,2021-07-06,spanish,0,166,0
Tschechische Märchen 1,"BoženaNěmcová,ChristophPiasecki","DagmarBittner,LutzMackensy,KatjaBrügger,",56,2021-05-20,german,0,267,0
The Yellow Fairy Book,AndrewLang,JürgenFritsche,653,2021-05-28,English,0,669,0
50 Märchen aus aller Welt - Das Märchen Hörbuch 1,div.,JürgenFritsche,454,2021-05-21,german,0,334,0
The Grey Fairy Book,AndrewLang,SvenGörtz,668,2021-05-28,English,0,669,0
Fug und Janina erzählen Grimms Märchen 5,BrüderGrimm,"JaninaBurgmer,FulgencioMorenteGómez",60,2021-05-14,german,0,166,0
Fug und Janina erzählen Grimms Märchen 4,BrüderGrimm,"JaninaBurgmer,FulgencioMorenteGómez",58,2021-05-14,german,0,166,0
Fug und Janina erzählen Grimms Märchen 3,BrüderGrimm,"JaninaBurgmer,FulgencioMorenteGómez",57,2021-05-14,german,0,166,0
Aladin und die Wunderlampe,AntoineGalland,"FulgencioMorenteGómez,JaninaBurgmer",158,2021-05-14,german,0,300,0
La leggenda del paese dove nascono le parole,MichelaGuidi,AlessandraEleonori,24,2021-05-26,italian,0,36,0
Kasperlitheater Nr. 21 [Punch and Judy Theater 21],JeannotSteck,"JörgSchneider,InesTorelli,PaulBühlmann,",55,2021-09-06,german,0,328,0
Kasperlitheater Nr. 20 [Punch and Judy Theater 20],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",59,2021-10-06,german,0,328,0
Kasperlitheater Nr. 14 [Punch and Judy Theater 14],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",57,2021-10-06,german,0,328,0
Kasperlitheater Nr. 13 [Punch and Judy Theater 13],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",57,2021-09-06,german,0,328,0
Kasperlitheater Nr. 12 [Punch and Judy Theater 12],JörgSchneider,"InesTorelli,JörgSchneider,PaulBühlmann",50,2021-09-06,german,0,328,0
Kasperlitheater Nr. 11 [Punch and Judy Theater 11],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",48,2021-10-06,german,0,328,0
Kasperlitheater Nr. 10 [Punch and Judy Theater 10],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",51,2021-09-06,german,0,328,0
Kasperlitheater Nr. 9 [Puncha and Judy Theater 9],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",48,2021-10-06,german,0,328,0
Kasperlitheater Nr. 8 [Punch and Judy Theater 8],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",56,2021-10-06,german,0,328,0
Kasperlitheater Nr. 6 (German Edition),JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",57,2021-05-19,german,0,328,0
Kasperlitheater Nr. 5 (German Edition),JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",50,2021-10-06,german,0,328,0
Kasperlitheater Nr. 2 [Punch and Judy Theater 2],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",61,2021-09-06,german,0,328,0
Kasperlitheater Nr. 1 [Punch and Judy Theater 1],JörgSchneider,"JörgSchneider,InesTorelli,PaulBühlmann",59,2021-10-06,german,0,328,0
Curse of the Forgotten City,AlexAster,RamonDeOcampo,440,2021-08-06,English,0,703,0
Hansel and Gretal: The Original Story,theBrothersGrimm,LizzieAbbott,19,2021-05-29,English,0,152,0
Little Red Riding Hood: The Original Story,TheBrothersGrimm,LizzieAbbott,10,2021-05-27,English,0,113,0
Successor,NicoleConway,JoshHurley,525,2021-08-06,English,0,1172,0
Fiabe di animali magici,ItaloCalvino,BettaCucci,69,2021-12-05,italian,0,267,0
Il Signor Coccinella,ElenaSoprano,"ElenaSoprano,RobertFestinger,AlessandroCerino",24,2021-06-05,italian,0,113,0
Bou et les 3 zours,ElsaValentin,ElsaValentin,35,2021-07-05,french,0,376,0
Contes d'Afrique de l'ouest,ElsaValentin,"ElsaValentin,AmalaValentin",53,2021-07-05,french,0,376,0
La storia di Pingling Bland,BeatrixPotter,BettaCucci,29,2021-05-05,italian,0,36,0
La storia di Johnny Town-Mouse,BeatrixPotter,BettaCucci,11,2021-05-05,italian,0,36,0
La storia dei coniglietti Flopsy,BeatrixPotter,BettaCucci,10,2021-05-05,italian,0,36,0
Il sarto di Gloucester,BeatrixPotter,BettaCucci,24,2021-05-05,italian,0,36,0
